t,o,h,l,c,v
2024-10-08T18:00:00+00:00,20232,20282.75,20223,20274,29529
2024-10-08T19:00:00+00:00,20273.75,20329.5,20255.25,20300,53526
2024-10-08T20:00:00+00:00,20300.25,20300.5,20276.25,20286.25,14204
2024-10-08T22:00:00+00:00,20294.25,20294.25,20271,20289.75,2560
2024-10-08T23:00:00+00:00,20289.5,20297,20271,20274,2381
2024-10-09T00:00:00+00:00,20274.5,20281,20264.5,20277.75,2108
2024-10-09T01:00:00+00:00,20277.75,20289.25,20261.25,20275,4269
2024-10-09T02:00:00+00:00,20274,20274,20238.5,20246.25,4288
2024-10-09T03:00:00+00:00,20245.5,20252.75,20233.5,20237.5,2799
2024-10-09T04:00:00+00:00,20237,20246,20222.75,20231.25,1624
2024-10-09T05:00:00+00:00,20231,20251.75,20226.5,20232.25,3649
2024-10-09T06:00:00+00:00,20231.25,20241.75,20210.25,20231.5,4262
2024-10-09T07:00:00+00:00,20231.5,20241.5,20196,20227.5,7147
2024-10-09T08:00:00+00:00,20228.25,20248,20209,20243.25,6450
2024-10-09T09:00:00+00:00,20243.25,20268.75,20241.75,20262.5,3949
2024-10-09T10:00:00+00:00,20262,20293,20255,20281.25,4851
2024-10-09T11:00:00+00:00,20280.5,20291.5,20254,20256.75,5619
2024-10-09T12:00:00+00:00,20258,20278.75,20249.25,20271.5,9382
2024-10-09T13:00:00+00:00,20271,20300.75,20238.5,20266,55454
2024-10-09T14:00:00+00:00,20265.5,20363.75,20263.25,20361.25,67715
2024-10-09T15:00:00+00:00,20362,20448.25,20360.75,20445.5,49669
2024-10-09T16:00:00+00:00,20446,20447.25,20368,20395.5,43001
2024-10-09T17:00:00+00:00,20395.25,20429.25,20355,20398.75,32243
2024-10-09T18:00:00+00:00,20399.75,20461.75,20389,20433.5,35937
2024-10-09T19:00:00+00:00,20433.25,20482.75,20405.25,20458.25,50257
2024-10-09T20:00:00+00:00,20458.25,20459,20417.25,20449.25,15266
2024-10-09T22:00:00+00:00,20445.25,20452.75,20435.75,20449,2310
2024-10-09T23:00:00+00:00,20448.25,20461.5,20438.75,20450,2298
2024-10-10T00:00:00+00:00,20450.75,20458.25,20435.75,20452.25,2331
2024-10-10T01:00:00+00:00,20450,20463.75,20445.75,20451,2488
2024-10-10T02:00:00+00:00,20450.5,20472.25,20443.5,20468.25,2317
2024-10-10T03:00:00+00:00,20467.75,20474,20459.5,20471,1850
2024-10-10T04:00:00+00:00,20470,20472,20462.75,20464,895
2024-10-10T05:00:00+00:00,20463.75,20474,20439.25,20443,2410
2024-10-10T06:00:00+00:00,20442.75,20455.5,20423.5,20447,3830
2024-10-10T07:00:00+00:00,20447,20452.75,20413,20422.75,5213
2024-10-10T08:00:00+00:00,20422.5,20432.5,20405.75,20418.25,4789
2024-10-10T09:00:00+00:00,20418.75,20435.5,20408.5,20431.5,4542
2024-10-10T10:00:00+00:00,20431.25,20434,20407.75,20409.75,3511
2024-10-10T11:00:00+00:00,20409,20439.75,20401.25,20437.25,5223
2024-10-10T12:00:00+00:00,20437.75,20478.5,20322.25,20361.5,34427
2024-10-10T13:00:00+00:00,20361.25,20390,20301.5,20357.5,69531
2024-10-10T14:00:00+00:00,20357.5,20420,20353.75,20382.25,64088
2024-10-10T15:00:00+00:00,20382.25,20477.5,20363,20475.25,43823
2024-10-10T16:00:00+00:00,20475,20508.25,20416.75,20438.75,53978
2024-10-10T17:00:00+00:00,20439.25,20473.25,20378.5,20445.75,47424
2024-10-10T18:00:00+00:00,20445.75,20446.5,20372.5,20419.25,33380
2024-10-10T19:00:00+00:00,20419,20443.5,20388.75,20429.5,44168
2024-10-10T20:00:00+00:00,20429.25,20441.25,20417.25,20433,8452
2024-10-10T22:00:00+00:00,20435,20440,20426,20435.25,1674
2024-10-10T23:00:00+00:00,20435.75,20464.75,20435.75,20452.25,3032
2024-10-11T00:00:00+00:00,20452.25,20463.75,20443,20447.75,2325
2024-10-11T01:00:00+00:00,20447.5,20463.75,20444.5,20451,2017
2024-10-11T02:00:00+00:00,20451,20458.25,20439.5,20449,1686
2024-10-11T03:00:00+00:00,20450,20468.25,20443.5,20455,2774
2024-10-11T04:00:00+00:00,20456,20456.25,20432.75,20435.5,1527
2024-10-11T05:00:00+00:00,20435.25,20436.5,20414.5,20426.75,1958
2024-10-11T06:00:00+00:00,20426.75,20433.25,20411.75,20414.5,2598
2024-10-11T07:00:00+00:00,20415,20418.5,20371.75,20410.5,6096
2024-10-11T08:00:00+00:00,20409.5,20411.75,20354,20359.75,6888
2024-10-11T09:00:00+00:00,20360.75,20383,20356.5,20368.75,4104
2024-10-11T10:00:00+00:00,20369,20389.75,20359.25,20382.25,4633
2024-10-11T11:00:00+00:00,20381.5,20386.75,20363.5,20367.5,4293
2024-10-11T12:00:00+00:00,20367.75,20416.25,20355,20369,18103
2024-10-11T13:00:00+00:00,20369.25,20379.75,20314.75,20359.75,56184
2024-10-11T14:00:00+00:00,20358.5,20481.25,20325.5,20428.25,85442
2024-10-11T15:00:00+00:00,20427.75,20472,20405.75,20469.25,39179
2024-10-11T16:00:00+00:00,20469.25,20471.25,20404.5,20440.25,32996
2024-10-11T17:00:00+00:00,20440.25,20452,20417.25,20436.75,21939
2024-10-11T18:00:00+00:00,20436.75,20476,20425,20467.5,25764
2024-10-11T19:00:00+00:00,20467,20494.25,20446.25,20449.75,40436
2024-10-11T20:00:00+00:00,20449.75,20453.5,20406.5,20413.25,13445
2024-10-13T22:00:00+00:00,20432.5,20443.75,20407.5,20440.25,3734
2024-10-13T23:00:00+00:00,20440.25,20450.75,20423,20426.5,3003
2024-10-14T00:00:00+00:00,20427.25,20432.5,20410.25,20415,2745
2024-10-14T01:00:00+00:00,20415,20419.25,20394.75,20400.25,3850
2024-10-14T02:00:00+00:00,20400,20409.75,20383.25,20402.75,3373
2024-10-14T03:00:00+00:00,20403,20418,20390.25,20408,2363
2024-10-14T04:00:00+00:00,20408,20414,20403.25,20412.25,814
2024-10-14T05:00:00+00:00,20413.25,20433.5,20411.25,20431,2727
2024-10-14T06:00:00+00:00,20431,20447.5,20425,20441,3350
2024-10-14T07:00:00+00:00,20441,20467,20424.25,20464.75,5065
2024-10-14T08:00:00+00:00,20464.5,20483.75,20455.25,20464,5796
2024-10-14T09:00:00+00:00,20464.75,20490,20464.75,20487.75,3666
2024-10-14T10:00:00+00:00,20487.75,20526.5,20487.75,20510.5,7138
2024-10-14T11:00:00+00:00,20511,20518,20497.75,20506.75,4737
2024-10-14T12:00:00+00:00,20507.25,20541,20502.5,20539,6660
2024-10-14T13:00:00+00:00,20538.75,20671.25,20538.25,20670.75,63750
2024-10-14T14:00:00+00:00,20671.5,20680,20551,20563,69032
2024-10-14T15:00:00+00:00,20563.25,20586.75,20525,20584.25,55131
2024-10-14T16:00:00+00:00,20584,20618.5,20578,20604.25,27897
2024-10-14T17:00:00+00:00,20604.5,20624,20594.25,20607.75,21851
2024-10-14T18:00:00+00:00,20608,20642,20596.5,20626.25,26131
2024-10-14T19:00:00+00:00,20626.25,20666.75,20613,20621.75,49522
2024-10-14T20:00:00+00:00,20621.5,20640.75,20602.75,20638.5,12799
2024-10-14T22:00:00+00:00,20638.75,20640.75,20614.25,20626,3235
2024-10-14T23:00:00+00:00,20625.75,20635.75,20619.75,20632,1547
2024-10-15T00:00:00+00:00,20632,20634.75,20590,20603,4711
2024-10-15T01:00:00+00:00,20602.25,20631.75,20598.25,20628.75,3109
2024-10-15T02:00:00+00:00,20628.5,20637.25,20619,20623,1757
2024-10-15T03:00:00+00:00,20622.25,20635,20616.75,20633.5,2067
2024-10-15T04:00:00+00:00,20633.5,20633.75,20624.75,20629.5,831
2024-10-15T05:00:00+00:00,20629,20630.5,20606,20607.5,1897
2024-10-15T06:00:00+00:00,20608.5,20613,20591,20591.5,2912
2024-10-15T07:00:00+00:00,20591.5,20613.75,20587.25,20602.25,4356
2024-10-15T08:00:00+00:00,20602,20609,20563.5,20581,7212
2024-10-15T09:00:00+00:00,20581.75,20591.25,20567.75,20584.75,4438
2024-10-15T10:00:00+00:00,20584.75,20622,20578.75,20608.25,5984
2024-10-15T11:00:00+00:00,20608.5,20620.75,20594,20613,5382
2024-10-15T12:00:00+00:00,20613,20630.75,20604,20624.25,8016
2024-10-15T13:00:00+00:00,20624.5,20659.25,20605.75,20629.5,57010
2024-10-15T14:00:00+00:00,20629,20648.25,20331.25,20399.5,133462
2024-10-15T15:00:00+00:00,20400,20448,20345.5,20350.5,66549
2024-10-15T16:00:00+00:00,20350.5,20416.5,20337.75,20376.5,38725
2024-10-15T17:00:00+00:00,20376,20389.25,20334.25,20358.75,36735
2024-10-15T18:00:00+00:00,20359.25,20389,20323.25,20330.25,31981
2024-10-15T19:00:00+00:00,20330.25,20350.5,20254,20343.5,75277
2024-10-15T20:00:00+00:00,20343.5,20355.5,20320.75,20333.25,12071
2024-10-15T22:00:00+00:00,20334.5,20352,20306,20350.5,2632
2024-10-15T23:00:00+00:00,20350.5,20365.75,20347.25,20351.75,2974
2024-10-16T00:00:00+00:00,20352,20373.5,20345,20356.5,3797
2024-10-16T01:00:00+00:00,20356,20376.25,20340.5,20366.75,3440
2024-10-16T02:00:00+00:00,20366.75,20383.75,20360.5,20377.75,3331
2024-10-16T03:00:00+00:00,20378.25,20392.5,20370.75,20387.75,2367
2024-10-16T04:00:00+00:00,20387.75,20395.75,20383,20390,1782
2024-10-16T05:00:00+00:00,20390.5,20398.5,20376,20392,3287
2024-10-16T06:00:00+00:00,20391.75,20393.75,20365.5,20377.25,4359
2024-10-16T07:00:00+00:00,20377.75,20393.25,20330,20390,8642
2024-10-16T08:00:00+00:00,20389.75,20392.25,20336,20360,7909
2024-10-16T09:00:00+00:00,20359.5,20383,20350.75,20364.5,5711
2024-10-16T10:00:00+00:00,20364.5,20368.75,20349,20362,2811
2024-10-16T11:00:00+00:00,20365.5,20386,20356.75,20375.5,4633
2024-10-16T12:00:00+00:00,20375.25,20378.5,20341.25,20350.75,7997
2024-10-16T13:00:00+00:00,20350.5,20378.25,20215.25,20223.75,73402
2024-10-16T14:00:00+00:00,20224.25,20349.25,20206.25,20273.5,83715
2024-10-16T15:00:00+00:00,20273.75,20329.5,20264.25,20275,43942
2024-10-16T16:00:00+00:00,20275,20337.75,20270,20335.25,30392
2024-10-16T17:00:00+00:00,20335.5,20348.75,20303.25,20337.25,29559
2024-10-16T18:00:00+00:00,20337,20379.25,20318,20362,32484
2024-10-16T19:00:00+00:00,20362,20370.25,20331.25,20346.25,40119
2024-10-16T20:00:00+00:00,20346.5,20348.5,20318.75,20328,11790
2024-10-16T22:00:00+00:00,20328,20335.5,20318.75,20330.25,2243
2024-10-16T23:00:00+00:00,20329.25,20331,20310.75,20314,1766
2024-10-17T00:00:00+00:00,20313.25,20326.75,20276.75,20314,4851
2024-10-17T01:00:00+00:00,20314.75,20325.25,20295.25,20318.75,2928
2024-10-17T02:00:00+00:00,20318.25,20324.5,20279.75,20305.25,3414
2024-10-17T03:00:00+00:00,20304.75,20311.5,20293,20297.5,1762
2024-10-17T04:00:00+00:00,20297,20300,20288,20296.25,1109
2024-10-17T05:00:00+00:00,20296.25,20347.75,20293.5,20341.5,4575
2024-10-17T06:00:00+00:00,20342.25,20474.5,20340.25,20431,16948
2024-10-17T07:00:00+00:00,20431.25,20455.5,20405.25,20448.25,8234
2024-10-17T08:00:00+00:00,20447.75,20495.5,20438,20492.25,8283
2024-10-17T09:00:00+00:00,20493.25,20507,20466.25,20490.75,5953
2024-10-17T10:00:00+00:00,20490.25,20536.25,20487,20529.25,6757
2024-10-17T11:00:00+00:00,20528.5,20528.75,20505,20518,6660
2024-10-17T12:00:00+00:00,20517.75,20560.75,20510.5,20558.75,18852
2024-10-17T13:00:00+00:00,20559.25,20594.75,20402.75,20434.25,96464
2024-10-17T14:00:00+00:00,20434.25,20464.25,20366.5,20399.75,89225
2024-10-17T15:00:00+00:00,20400,20511,20369,20508.5,50102
2024-10-17T16:00:00+00:00,20508,20528.75,20447,20467.5,40230
2024-10-17T17:00:00+00:00,20467.25,20501.25,20459.25,20477.5,26384
2024-10-17T18:00:00+00:00,20477.5,20484,20365.75,20431.75,59462
2024-10-17T19:00:00+00:00,20431.75,20436,20353.75,20364,54854
2024-10-17T20:00:00+00:00,20363.5,20412,20355.25,20383.5,14871
2024-10-17T22:00:00+00:00,20384,20413.5,20377,20407.25,2907
2024-10-17T23:00:00+00:00,20407.25,20414.5,20397,20405.25,1577
2024-10-18T00:00:00+00:00,20406,20406.75,20320.75,20360.5,7358
2024-10-18T01:00:00+00:00,20360,20385,20349.5,20379.25,3402
2024-10-18T02:00:00+00:00,20379.5,20392,20365,20378.25,3532
2024-10-18T03:00:00+00:00,20378.25,20385.5,20352.25,20362,2109
2024-10-18T04:00:00+00:00,20362.25,20380.75,20358.75,20373.75,1578
2024-10-18T05:00:00+00:00,20374.25,20407,20369.5,20404.75,2564
2024-10-18T06:00:00+00:00,20404.5,20433,20397,20430,4346
2024-10-18T07:00:00+00:00,20430.25,20455.75,20421.75,20454.25,5006
2024-10-18T08:00:00+00:00,20454.75,20468,20435.5,20448.75,5621
2024-10-18T09:00:00+00:00,20450,20462.25,20423.5,20429.25,4304
2024-10-18T10:00:00+00:00,20430,20450.5,20418.5,20448.25,3897
2024-10-18T11:00:00+00:00,20448,20479.75,20436.75,20468.25,6548
2024-10-18T12:00:00+00:00,20468.5,20485.75,20456.75,20478.5,7438
2024-10-18T13:00:00+00:00,20478.75,20510.75,20433,20475.25,68892
2024-10-18T14:00:00+00:00,20475.75,20523.25,20452,20457.75,58893
2024-10-18T15:00:00+00:00,20457.25,20529.75,20455.75,20469,49250
2024-10-18T16:00:00+00:00,20469,20521.5,20442,20496.25,36395
2024-10-18T17:00:00+00:00,20496.5,20523.75,20479.25,20485.5,30351
2024-10-18T18:00:00+00:00,20485.75,20508.75,20451.75,20492.25,24918
2024-10-18T19:00:00+00:00,20492.25,20496,20457.25,20482.75,36311
2024-10-18T20:00:00+00:00,20482,20504.25,20474,20484.25,11591
2024-10-20T22:00:00+00:00,20496.25,20523.75,20496,20516.5,3452
2024-10-20T23:00:00+00:00,20516.25,20526,20505.25,20513.75,2716
2024-10-21T00:00:00+00:00,20514.5,20523.5,20499,20510.5,2769
2024-10-21T01:00:00+00:00,20510,20520.25,20505.5,20507.5,2388
2024-10-21T02:00:00+00:00,20507.75,20511,20484.75,20490.75,3078
2024-10-21T03:00:00+00:00,20490,20500.25,20475.75,20480.25,2776
2024-10-21T04:00:00+00:00,20480,20483.25,20465.25,20469.25,1772
2024-10-21T05:00:00+00:00,20468.75,20471.5,20444.25,20448.5,3438
2024-10-21T06:00:00+00:00,20448.5,20460.25,20425,20434.5,4451
2024-10-21T07:00:00+00:00,20434.5,20460.75,20427.25,20440.5,4822
2024-10-21T08:00:00+00:00,20440,20459.75,20437.75,20454,4047
2024-10-21T09:00:00+00:00,20454.5,20456.75,20394.5,20424.25,7072
2024-10-21T10:00:00+00:00,20425.25,20431.5,20369.5,20371.75,7633
2024-10-21T11:00:00+00:00,20371.5,20382.75,20343.75,20359,8408
2024-10-21T12:00:00+00:00,20359.25,20408.5,20351,20401.5,9989
2024-10-21T13:00:00+00:00,20400.75,20502.5,20396.5,20493.25,53085
2024-10-21T14:00:00+00:00,20493.5,20554.5,20382,20427.75,95321
2024-10-21T15:00:00+00:00,20428,20465,20345,20456.25,77481
2024-10-21T16:00:00+00:00,20455.5,20477,20426,20470.75,34764
2024-10-21T17:00:00+00:00,20471,20497.25,20455.25,20491.75,28682
2024-10-21T18:00:00+00:00,20492,20496.5,20451.25,20457.75,25327
2024-10-21T19:00:00+00:00,20458.25,20523,20446,20520.5,45950
2024-10-21T20:00:00+00:00,20520.75,20547.25,20511.75,20538.75,14581
2024-10-21T22:00:00+00:00,20536.5,20544,20514.5,20515.75,3035
2024-10-21T23:00:00+00:00,20516.25,20526.75,20508.75,20516,1720
2024-10-22T00:00:00+00:00,20516,20516.25,20472.5,20476.25,5584
2024-10-22T01:00:00+00:00,20477,20483.75,20459.75,20470.75,4997
2024-10-22T02:00:00+00:00,20470.5,20484.25,20457,20459.5,3343
2024-10-22T03:00:00+00:00,20459,20477,20457.75,20467.5,2097
2024-10-22T04:00:00+00:00,20468,20474.25,20450,20451,2206
2024-10-22T05:00:00+00:00,20452,20470,20440.25,20453,2916
2024-10-22T06:00:00+00:00,20453.25,20465,20432.25,20447.25,3783
2024-10-22T07:00:00+00:00,20448.5,20488,20440.5,20465.75,5702
2024-10-22T08:00:00+00:00,20465,20475.5,20430.25,20430.75,6281
2024-10-22T09:00:00+00:00,20430.5,20434.75,20375.75,20384,11529
2024-10-22T10:00:00+00:00,20384.25,20411.75,20376.25,20395.75,7757
2024-10-22T11:00:00+00:00,20397.25,20434,20397.25,20410.25,8669
2024-10-22T12:00:00+00:00,20410.5,20445,20360.25,20394.25,18776
2024-10-22T13:00:00+00:00,20394.5,20479.5,20363.25,20460.25,70639
2024-10-22T14:00:00+00:00,20461,20520,20439.75,20492.25,75154
2024-10-22T15:00:00+00:00,20493.25,20511.75,20455.5,20473.25,39957
2024-10-22T16:00:00+00:00,20473,20505,20425.25,20499,45908
2024-10-22T17:00:00+00:00,20499,20576.5,20480.25,20574.5,45335
2024-10-22T18:00:00+00:00,20574.75,20602.25,20513,20521.25,41255
2024-10-22T19:00:00+00:00,20521.25,20572.5,20516,20539.75,42290
2024-10-22T20:00:00+00:00,20539.75,20541.5,20507.75,20519,16153
2024-10-22T22:00:00+00:00,20521,20521,20490.5,20505,2586
2024-10-22T23:00:00+00:00,20505,20532.25,20499.25,20529.5,2811
2024-10-23T00:00:00+00:00,20530.5,20536,20493.25,20497,2835
2024-10-23T01:00:00+00:00,20498.75,20515.75,20492.5,20507.25,2438
2024-10-23T02:00:00+00:00,20508.25,20524.75,20501.25,20519.5,2509
2024-10-23T03:00:00+00:00,20520.25,20529.75,20509,20511.75,1944
2024-10-23T04:00:00+00:00,20511.75,20521.5,20508.5,20519,1404
2024-10-23T05:00:00+00:00,20518.25,20528,20506.5,20507.25,1916
2024-10-23T06:00:00+00:00,20508,20512.25,20494.5,20501.25,2577
2024-10-23T07:00:00+00:00,20501.5,20542.5,20495.5,20506.5,6723
2024-10-23T08:00:00+00:00,20505.25,20520.25,20483.75,20488.75,4828
2024-10-23T09:00:00+00:00,20488.75,20505.75,20473.5,20484.5,5970
2024-10-23T10:00:00+00:00,20484.25,20485.75,20448.5,20457.75,6803
2024-10-23T11:00:00+00:00,20457,20484.75,20453.75,20471.25,6977
2024-10-23T12:00:00+00:00,20471.25,20494.5,20443.5,20454.75,13029
2024-10-23T13:00:00+00:00,20454.75,20462.75,20407.75,20433,68771
2024-10-23T14:00:00+00:00,20433,20457.75,20346,20392,100573
2024-10-23T15:00:00+00:00,20392.5,20418.25,20303,20358.5,78555
2024-10-23T16:00:00+00:00,20358,20358,20232.5,20248.5,64200
2024-10-23T17:00:00+00:00,20248.75,20248.75,20121.25,20126.25,67561
2024-10-23T18:00:00+00:00,20125.5,20189.25,20079,20177.5,64944
2024-10-23T19:00:00+00:00,20177.25,20231.25,20143,20218.25,70838
2024-10-23T20:00:00+00:00,20218,20299.5,20206,20274.5,25459
2024-10-23T22:00:00+00:00,20294.25,20298.5,20275.75,20286.5,3052
2024-10-23T23:00:00+00:00,20287.5,20295,20268,20290,2297
2024-10-24T00:00:00+00:00,20290.25,20338.25,20276,20337.5,5496
2024-10-24T01:00:00+00:00,20336,20337.5,20321.75,20325.75,3905
2024-10-24T02:00:00+00:00,20325,20338,20310.25,20330.5,3229
2024-10-24T03:00:00+00:00,20331.75,20343.5,20319.25,20320.25,3698
2024-10-24T04:00:00+00:00,20320,20326.25,20310.5,20322.5,1942
2024-10-24T05:00:00+00:00,20323.25,20329.5,20306.25,20324,2018
2024-10-24T06:00:00+00:00,20323,20342,20315.25,20318,3837
2024-10-24T07:00:00+00:00,20318.5,20388,20314.5,20380.75,8259
2024-10-24T08:00:00+00:00,20382,20401.75,20352.5,20373,7393
2024-10-24T09:00:00+00:00,20372.75,20383.5,20363,20377,3729
2024-10-24T10:00:00+00:00,20377.25,20394.5,20369.75,20378.25,4337
2024-10-24T11:00:00+00:00,20378.75,20419.75,20370.25,20415.25,7172
2024-10-24T12:00:00+00:00,20415.25,20428.5,20376.25,20382.75,14455
2024-10-24T13:00:00+00:00,20383,20406,20296.25,20337,68583
2024-10-24T14:00:00+00:00,20337.5,20378.5,20305.75,20316.5,77335
2024-10-24T15:00:00+00:00,20316.75,20367.75,20264,20327.5,56699
2024-10-24T16:00:00+00:00,20328,20365.5,20261.75,20357.25,51299
2024-10-24T17:00:00+00:00,20357.5,20389,20341,20344.5,35265
2024-10-24T18:00:00+00:00,20345.25,20383.5,20327.25,20368.5,30190
2024-10-24T19:00:00+00:00,20368,20408.5,20344,20380,49320
2024-10-24T20:00:00+00:00,20380.25,20413.5,20371.5,20391,12512
2024-10-24T22:00:00+00:00,20388.5,20400,20375,20379.5,1408
2024-10-24T23:00:00+00:00,20379.5,20381.75,20364,20380.75,1937
2024-10-25T00:00:00+00:00,20381.75,20403.75,20372.25,20397.75,2909
2024-10-25T01:00:00+00:00,20396.75,20412.75,20395,20397.5,2746
2024-10-25T02:00:00+00:00,20396.5,20410.75,20393.5,20398,2236
2024-10-25T03:00:00+00:00,20398.25,20400.75,20371,20375,2636
2024-10-25T04:00:00+00:00,20375.25,20376,20364.75,20372,2160
2024-10-25T05:00:00+00:00,20372.5,20395.75,20367.25,20389.75,2609
2024-10-25T06:00:00+00:00,20390,20406.5,20381.5,20387,3355
2024-10-25T07:00:00+00:00,20386.75,20439,20383,20438.25,6467
2024-10-25T08:00:00+00:00,20438,20444,20397.75,20420.75,6679
2024-10-25T09:00:00+00:00,20419.5,20445.75,20419,20434,4630
2024-10-25T10:00:00+00:00,20434.5,20444,20426,20430,3053
2024-10-25T11:00:00+00:00,20429.5,20457,20410,20445.5,6692
2024-10-25T12:00:00+00:00,20445,20494,20443,20491.75,13689
2024-10-25T13:00:00+00:00,20492,20658,20490.25,20649.5,91647
2024-10-25T14:00:00+00:00,20649.25,20707.25,20620.75,20655.75,99340
2024-10-25T15:00:00+00:00,20656,20676.25,20603.25,20620.25,63679
2024-10-25T16:00:00+00:00,20620.25,20664.75,20608.75,20639,37243
2024-10-25T17:00:00+00:00,20639.5,20642.25,20483.5,20510.5,82637
2024-10-25T18:00:00+00:00,20510.75,20562,20460,20543,61945
2024-10-25T19:00:00+00:00,20543.5,20544.5,20482,20495,55052
2024-10-25T20:00:00+00:00,20495.25,20504.25,20472,20476,15286
2024-10-27T22:00:00+00:00,20525.5,20622.25,20525.25,20608,7169
2024-10-27T23:00:00+00:00,20608,20615.5,20586.25,20598.25,4010
2024-10-28T00:00:00+00:00,20597.75,20649,20592,20614.75,6419
2024-10-28T01:00:00+00:00,20614.75,20646.5,20612.5,20625.75,5353
2024-10-28T02:00:00+00:00,20626,20637.5,20614,20626.75,2969
2024-10-28T03:00:00+00:00,20626.75,20634.75,20600.75,20614.25,3006
2024-10-28T04:00:00+00:00,20612.5,20658.5,20610.5,20656.25,3787
2024-10-28T05:00:00+00:00,20656.5,20658.5,20605,20607.5,3913
2024-10-28T06:00:00+00:00,20607.75,20635.25,20601.75,20621,3573
2024-10-28T07:00:00+00:00,20620.25,20651.5,20613.75,20629.75,5911
2024-10-28T08:00:00+00:00,20630.75,20668,20606.25,20661,9748
2024-10-28T09:00:00+00:00,20661.25,20670.5,20638,20670,5588
2024-10-28T10:00:00+00:00,20669.5,20676.5,20629,20633,5848
2024-10-28T11:00:00+00:00,20632.5,20639.25,20610.25,20619,7546
2024-10-28T12:00:00+00:00,20619.25,20660.5,20580.75,20659.5,15499
2024-10-28T13:00:00+00:00,20658.75,20665.75,20528.5,20556.25,65611
2024-10-28T14:00:00+00:00,20555.75,20618,20552.5,20575.5,63555
2024-10-28T15:00:00+00:00,20575.25,20579.75,20520.5,20532,50848
2024-10-28T16:00:00+00:00,20532,20571.5,20516.5,20530.25,35267
2024-10-28T17:00:00+00:00,20530.25,20560.25,20506.75,20555.5,30982
2024-10-28T18:00:00+00:00,20555.5,20560,20504.5,20523.25,33500
2024-10-28T19:00:00+00:00,20523.5,20539.25,20486,20500.5,44663
2024-10-28T20:00:00+00:00,20500.5,20523.25,20490.5,20507.25,12221
2024-10-28T22:00:00+00:00,20513,20525.5,20489.25,20498.25,2518
2024-10-28T23:00:00+00:00,20498.25,20510.75,20494.5,20507,1891
2024-10-29T00:00:00+00:00,20508,20523.5,20476.25,20513.25,4242
2024-10-29T01:00:00+00:00,20513.5,20519.5,20489,20506.5,4379
2024-10-29T02:00:00+00:00,20507.25,20511.75,20489.75,20501,2899
2024-10-29T03:00:00+00:00,20500.75,20518.75,20456,20461.5,4320
2024-10-29T04:00:00+00:00,20461.25,20493.75,20451,20492,4149
2024-10-29T05:00:00+00:00,20491.75,20509.5,20482.25,20507,2793
2024-10-29T06:00:00+00:00,20507,20548.5,20506.75,20544.25,3565
2024-10-29T07:00:00+00:00,20543,20554.75,20525.75,20527.75,4906
2024-10-29T08:00:00+00:00,20528.25,20546.75,20481.75,20526,11606
2024-10-29T09:00:00+00:00,20526.75,20529.5,20491.25,20517,7667
2024-10-29T10:00:00+00:00,20517.5,20520.75,20490.75,20513.25,4874
2024-10-29T11:00:00+00:00,20513.25,20517.25,20482.25,20494.25,8511
2024-10-29T12:00:00+00:00,20493.5,20503.75,20461,20488,11645
2024-10-29T13:00:00+00:00,20489.25,20526.5,20432.25,20514.25,60103
2024-10-29T14:00:00+00:00,20515,20604,20494.75,20599.75,79996
2024-10-29T15:00:00+00:00,20599.5,20625.25,20571,20621.5,51356
2024-10-29T16:00:00+00:00,20622,20658.25,20585.25,20648.75,50773
2024-10-29T17:00:00+00:00,20648.25,20688,20647.5,20672,43771
2024-10-29T18:00:00+00:00,20672.25,20714.5,20660,20695.25,33397
2024-10-29T19:00:00+00:00,20694.75,20746.5,20681.75,20695,62738
2024-10-29T20:00:00+00:00,20695.75,20760.25,20688.75,20708.25,26285
2024-10-29T22:00:00+00:00,20734,20763,20719,20752.75,4970
2024-10-29T23:00:00+00:00,20752,20755.25,20728,20749,3983
2024-10-30T00:00:00+00:00,20748.75,20774.25,20741,20767.75,4392
2024-10-30T01:00:00+00:00,20767,20788.5,20754.75,20782.5,4200
2024-10-30T02:00:00+00:00,20782.75,20784.25,20753.25,20758.75,3813
2024-10-30T03:00:00+00:00,20758.75,20763.25,20721.25,20729.5,5093
2024-10-30T04:00:00+00:00,20728.5,20731.5,20713.75,20721,3038
2024-10-30T05:00:00+00:00,20720.5,20731.25,20702.5,20713.25,2945
2024-10-30T06:00:00+00:00,20712.75,20750,20706.25,20746.25,3494
2024-10-30T07:00:00+00:00,20746.25,20760.75,20737,20744,4789
2024-10-30T08:00:00+00:00,20744.5,20765,20712.75,20722.5,7730
2024-10-30T09:00:00+00:00,20722,20750.75,20709,20730.75,5931
2024-10-30T10:00:00+00:00,20730.5,20739.5,20718.25,20733.5,6225
2024-10-30T11:00:00+00:00,20734.5,20754.5,20712.5,20714.75,6886
2024-10-30T12:00:00+00:00,20714.5,20734.5,20674,20688.25,19893
2024-10-30T13:00:00+00:00,20689,20689,20542.75,20632.5,92117
2024-10-30T14:00:00+00:00,20631.75,20699.5,20628.75,20650.5,71642
2024-10-30T15:00:00+00:00,20650,20685.75,20607.75,20672,53751
2024-10-30T16:00:00+00:00,20671.5,20682.75,20636.5,20644.75,34057
2024-10-30T17:00:00+00:00,20644.5,20653.75,20558,20576.5,44929
2024-10-30T18:00:00+00:00,20576,20622.25,20575.25,20604.75,31923
2024-10-30T19:00:00+00:00,20604.75,20605,20514.75,20534.5,60628
